isin,name,nse_symbol,bse_symbol,cap_bucket,date_of_listing,excluded,exclusion_reason
INE145E01017,Cravatex Limited,CRAVATEX,CRAVATEX,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE230B01021,Creative Eye Limited,CREATIVEYE,CREATIVEYE,small,2000-12-20,False,
INE741K01010,CREDITACCESS GRAMEEN LIMITED,CREDITACC,CREDITACC,small,2018-08-23,True,name matches Financial Services heuristic (unverified)
INE559D01011,Crest Ventures Limited,CREST,CREST,small,2006-12-27,False,
INE007A01025,Crisil Limited,CRISIL,CRISIL,mid,1995-06-28,False,
INE0S4R01014,Crizac Limited,CRIZAC,CRIZAC,small,2025-07-09,False,
INE299U01018,Crompton Greaves Consumer Electricals Limited,CROMPTON,CROMPTON,small,2016-05-13,True,name matches Utilities heuristic (unverified)
INE491V01019,Crown Lifters Limited,CROWN,,small,2022-02-08,False,
INE716D01033,Cressanda Railway Solutions Limited,CRSL,CRSL,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE679A01013,CSB Bank Limited,CSBBANK,CSBBANK,small,2019-12-04,True,name matches Financial Services heuristic (unverified)
INE718F01018,CSL Finance Limited,CSLFINANCE,CSLFINANCE,small,2022-07-21,True,name matches Financial Services heuristic (unverified)
INE0ZK601013,CSM Technologies Limited,CSM,CSM,,2026-07-02,True,"listed 67 days ago, below the 365-day minimum"
INE627H01017,Cambridge Technology Enterprises Limited,CTE,CTE,small,2007-02-07,False,
INE491A01021,City Union Bank Limited,CUB,CUB,small,1998-08-25,True,name matches Financial Services heuristic (unverified)
INE144D01012,Cubex Tubings Limited,CUBEXTUB,CUBEXTUB,small,1996-04-24,False,
INE298A01020,Cummins India Limited,CUMMINSIND,CUMMINSIND,large,1995-03-29,False,
INE509F01029,Cupid Limited,CUPID,CUPID,small,2016-09-16,False,
INE117B01020,Cura Technologies Limited,CURAA,CURAA,small,2025-03-21,False,
INE278G01037,Cyber Media (India) Limited,CYBERMEDIA,CYBERMEDIA,small,2005-06-10,False,
INE214A01019,Cybertech Systems And Software Limited,CYBERTECH,CYBERTECH,small,1999-01-27,False,
INE136B01020,Cyient Limited,CYIENT,CYIENT,small,1998-09-30,False,
INE055S01018,Cyient DLM Limited,CYIENTDLM,CYIENTDLM,small,2023-07-10,False,
INE016A01026,Dabur India Limited,DABUR,DABUR,mid,1999-04-28,False,
INE928C01010,Dai-Ichi Karkaria Limited,DAICHI,DAICHI,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE00R701025,Dalmia Bharat Limited,DALBHARAT,DALBHARAT,mid,2019-01-22,False,
INE495A01022,Dalmia Bharat Sugar and Industries Limited,DALMIASUG,DALMIASUG,small,1996-01-17,False,
INE284H01025,Dam Capital Advisors Limited,DAMCAPITAL,DAMCAPITAL,small,2024-12-27,True,name matches Financial Services heuristic (unverified)
INE497D01022,Damodar Industries Limited,DAMODARIND,DAMODARIND,small,2016-07-04,False,
INE688Y01022,Dangee Dums Limited,DANGEE,,small,2020-11-13,False,
INE365B01017,Datamatics Global Services Limited,DATAMATICS,DATAMATICS,small,2004-05-07,False,
INE0IX101010,Data Patterns (India) Limited,DATAPATTNS,DATAPATTNS,small,2021-12-24,False,
INE179G01029,Davangere Sugar Company Limited,DAVANGERE,DAVANGERE,small,2024-01-25,False,
INE950I01011,D.B.Corp Limited,DBCORP,DBCORP,small,2010-01-06,False,
INE0OPA01027,Deepak Builders & Engineers India Limited,DBEIL,DBEIL,,2024-10-28,False,
INE917M01012,Dilip Buildcon Limited,DBL,DBL,small,2016-08-11,False,
INE0I3401014,Dhampur Bio Organics Limited,DBOL,DBOL,small,2022-09-08,False,
INE879I01012,Valor Estate Limited,DBREALTY,DBREALTY,small,2010-02-24,False,
INE921B01025,DB (International) Stock Brokers Limited,DBSTOCKBRO,DBSTOCKBRO,small,2012-02-29,False,
INE385W01011,Dishman Carbogen Amcis Limited,DCAL,DCAL,small,2017-09-21,False,
INE503A01015,DCB Bank Limited,DCBBANK,DCBBANK,small,2006-10-27,True,name matches Financial Services heuristic (unverified)
INE0A1101019,Dc Infotech And Communication Limited,DCI,DCI,small,2022-10-19,False,
INE498A01018,DCM  Limited,DCM,DCM,small,1995-03-29,False,
INE891B01012,DCM Financial Services Limited,DCMFINSERV,DCMFINSERV,small,1997-05-21,True,name matches Financial Services heuristic (unverified)
INE08KP01019,DCM Nouvelle Limited,DCMNVL,DCMNVL,small,2019-07-16,False,
INE499A01024,DCM Shriram Limited,DCMSHRIRAM,DCMSHRIRAM,small,1995-04-12,False,
INE0OU201013,DCM Shriram International Limited,DCMSIL,DCMSIL,,2026-02-17,True,"listed 202 days ago, below the 365-day minimum"
INE843D01027,DCM Shriram Industries Limited,DCMSRIND,DCMSRIND,small,2021-12-24,False,
INE500A01029,DCW Limited,DCW,DCW,small,1995-05-25,False,
INE0KL801015,DCX Systems Limited,DCXINDIA,DCXINDIA,small,2022-11-11,False,
INE0HR601026,Ddev Plastiks Industries Limited,DDEVPLSTIK,DDEVPLSTIK,small,2025-01-15,False,
INE583C01021,Deccan Cements Limited,DECCANCE,DECCANCE,small,2007-08-02,False,
INE945F01025,Deccan Gold Mines Limited,DECNGOLD,DECNGOLD,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE841L01016,DEE Development Engineers Limited,DEEDEV,DEEDEV,small,2024-06-26,False,
INE00IY01012,Deep Polymers Limited,DEEP,DEEP,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE501A01019,Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT,DEEPAKFERT,small,2003-01-17,False,
INE288B01029,Deepak Nitrite Limited,DEEPAKNTR,DEEPAKNTR,small,2010-09-29,False,
INE0FHS01024,Deep Industries Limited,DEEPINDS,DEEPINDS,small,2021-04-27,False,
INE148O01028,Delhivery Limited,DELHIVERY,DELHIVERY,small,2022-05-24,False,
INE726L01027,DELPHI WORLD MONEY LIMITED,DELPHIFX,DELPHIFX,,2011-06-28,False,
INE124G01033,Delta Corp Limited,DELTACORP,DELTACORP,small,2007-11-02,False,
INE393A01011,Delta Manufacturing Limited,DELTAMAGNT,DELTAMAGNT,small,1995-10-18,False,
INE947J01015,Den Networks Limited,DEN,DEN,small,2009-11-24,False,
INE244A01016,De Nora India Limited,DENORA,DENORA,small,1997-08-07,False,
INE0R4L01018,Denta Water and Infra Solutions Limited,DENTA,DENTA,small,2025-01-29,False,
INE060X01034,Dev Information Technology Limited,DEVIT,DEVIT,small,2022-02-15,False,
INE0VOV01021,Dev Accelerator Limited,DEVX,DEVX,small,2025-09-17,True,"listed 355 days ago, below the 365-day minimum"
INE872J01023,Devyani International Limited,DEVYANI,DEVYANI,small,2021-08-16,False,
INE03JI01017,Digicontent Limited,DGCONTENT,DGCONTENT,small,2019-06-18,False,
INE260R01016,Dhabriya Polywood Limited,DHABRIYA,DHABRIYA,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE041A01016,Dhampur Sugar Mills Limited,DHAMPURSUG,DHAMPURSUG,small,1995-03-29,False,
INE680A01011,Dhanlaxmi Bank Limited,DHANBANK,DHANBANK,small,2004-04-01,True,name matches Financial Services heuristic (unverified)
INE435G01025,Dhanuka Agritech Limited,DHANUKA,DHANUKA,small,2011-06-29,False,
INE278R01034,DHARAN INFRA-EPC LIMITED,DHARAN,DHARAN,small,2018-04-02,False,
INE00OQ01016,Dharmaj Crop Guard Limited,DHARMAJ,DHARMAJ,small,2022-12-08,False,
INE715T01031,Dhatre Udyog Limited,DHATRE,DHATRE,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE01NH01023,Dhoot Transmission Limited,DHOOTTRANS,DHOOTTRANS,,2026-08-17,True,name matches Utilities heuristic (unverified)
INE506Z01015,Dhruv Consultancy Services Limited,DHRUV,DHRUV,small,2021-11-25,False,
INE320L01011,Dhunseri Investments Limited,DHUNINV,DHUNINV,small,2011-03-18,False,
INE989C01038,Diamond Power Infrastructure Limited,DIACABS,DIACABS,small,2023-09-15,True,name matches Utilities heuristic (unverified)
INE591D01014,Diamines & Chemicals Limited,DIAMINESQ,DIAMINESQ,small,2023-09-25,False,
INE393P01035,Prataap Snacks Limited,DIAMONDYD,DIAMONDYD,small,2017-10-05,False,
INE303A01010,DIC India Limited,DICIND,DICIND,small,1995-08-30,False,
INE184O01015,Diffusion Engineers Limited,DIFFNKG,DIFFNKG,small,2024-10-04,False,
INE0PSC01024,Digidrive Distributors Limited,DIGIDRIVE,DIGIDRIVE,small,2024-01-10,False,
INE927C01020,DiGiSPICE Technologies Limited,DIGISPICE,DIGISPICE,small,2008-05-27,False,
INE0U4701011,Digitide Solutions Limited,DIGITIDE,DIGITIDE,small,2025-06-11,False,
INE731U01028,Digjam Limited,DIGJAMLMTD,DIGJAMLMTD,small,2021-10-18,False,
INE131C01011,Disa India Limited,DISAQ,DISAQ,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE836F01026,Dish TV India Limited,DISHTV,DISHTV,small,2007-04-18,False,
INE753U01022,Divgi Torqtransfer Systems Limited,DIVGIITTS,DIVGIITTS,small,2023-03-14,False,
INE361B01024,Divi's Laboratories Limited,DIVISLAB,DIVISLAB,large,2003-03-12,False,
INE935N01020,Dixon Technologies (India) Limited,DIXON,DIXON,mid,2017-09-18,False,
INE0B1K01014,DJ Mediaprint & Logistics Limited,DJML,DJML,small,2022-12-05,False,
INE271C01023,DLF Limited,DLF,DLF,large,2007-07-05,False,
INE250K01012,D-Link (India) Limited,DLINKINDIA,DLINKINDIA,small,2009-12-18,False,
INE192R01011,Avenue Supermarts Limited,DMART,DMART,large,2017-03-21,False,
INE505A01010,DMCC SPECIALITY CHEMICALS LIMITED,DMCC,DMCC,small,2021-12-01,False,
INE016M01021,Diligent Media Corporation Limited,DNAMEDIA,DNAMEDIA,small,2017-12-11,False,
INE021O01019,Dodla Dairy Limited,DODLA,DODLA,small,2021-06-28,False,
INE966A01022,Dolat Algotech Limited,DOLATALGO,DOLATALGO,small,2024-01-12,False,
INE325C01035,Dollar Industries Limited,DOLLAR,DOLLAR,small,2017-04-21,False,
INE920A01037,Dolphin Offshore Enterprises (India) Limited,DOLPHIN,DOLPHIN,small,2023-08-21,False,
INE321T01012,DOMS Industries Limited,DOMS,DOMS,small,2023-12-20,False,
INE668D01028,Donear Industries Limited,DONEAR,DONEAR,small,2006-12-20,False,
INE266Y01019,D. P. Abhushan Limited,DPABHUSHAN,DPABHUSHAN,small,2020-11-03,False,
INE360C01024,DPSC Limited,DPSCLTD,,small,2008-04-21,False,
INE864X01013,D P Wires Limited,DPWIRES,DPWIRES,small,2020-01-17,False,
INE934C01018,Dr Agarwals Eye Hospital Limited,DRAGARWQ,DRAGARWQ,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE03RS01027,DRC Systems India Limited,DRCSYSTEMS,DRCSYSTEMS,small,2021-03-10,False,
INE0JS101016,Dreamfolks Services Limited,DREAMFOLKS,DREAMFOLKS,small,2022-09-06,False,
INE506A01018,Dredging Corporation of India Limited,DREDGECORP,DREDGECORP,small,2004-01-15,False,
INE089A01031,Dr. Reddy's Laboratories Limited,DRREDDY,DRREDDY,large,2003-05-30,False,
INE0OFM01015,DCM Shriram Fine Chemicals Limited,DSFCL,DSFCL,,2026-02-17,True,"listed 202 days ago, below the 365-day minimum"
INE891A01022,DS Kulkarni Developers Limited,DSKULKARNI,DSKULKARNI,small,1995-02-08,False,
INE417B01040,Dynacons Systems & Solutions Limited,DSSL,DSSL,small,2011-12-01,False,
INE341R01014,Dhunseri Tea & Industries Limited,DTIL,DTIL,small,2015-01-20,False,
INE741L01018,Ducon Infratechnologies Limited,DUCON,DUCON,small,2012-10-09,False,
INE741L20034,Ducon Infratech Ltd-RE,DUCON-RE1,DUCON-RE1,,2026-09-03,True,"listed 4 days ago, below the 365-day minimum"
INE477B01010,Dhunseri Ventures Limited,DVL,DVL,small,2008-01-11,False,
INE366A01041,Dwarikesh Sugar Industries Limited,DWARKESH,DWARKESH,small,2004-12-31,False,
INE600Y01019,Dynamic Cables Limited,DYCL,DYCL,small,2022-07-27,False,
INE221B01012,Dynamatic Technologies Limited,DYNAMATECH,DYNAMATECH,small,2006-09-14,False,
INE256H01015,Dynemic Products Limited,DYNPRO,DYNPRO,small,2017-07-19,False,
INE255Z01027,E2E Networks Limited,E2E,E2E,,2022-04-12,False,
INE07O001026,Easy Trip Planners Limited,EASEMYTRIP,EASEMYTRIP,small,2021-03-19,False,
INE962C01035,Eastern Silk Industries Limited,EASTSILK,EASTSILK,small,1996-07-03,False,
INE595R01023,East West Freight Carriers Limited,EASTWEST,EASTWEST,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE18JU01028,GNG Electronics Limited,EBGNG,EBGNG,small,2025-07-30,False,
INE432F01032,EBIX Limited,EBIX,EBIX,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE738I01010,eClerx Services Limited,ECLERX,ECLERX,small,2007-12-31,False,
INE316A01038,Eco Recycling Limited,ECORECO,ECORECO,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE06HJ01020,Ecos (India) Mobility & Hospitality Limited,ECOSMOBLTY,ECOSMOBLTY,small,2024-09-04,False,
INE532F01054,Edelweiss Financial Services Limited,EDELWEISS,EDELWEISS,small,2007-12-12,True,name matches Financial Services heuristic (unverified)
INE216H01027,Educomp Solutions Limited,EDUCOMP,EDUCOMP,small,2006-01-13,False,
INE886D01026,EFC (I) Limited,EFCIL,EFCIL,small,2025-08-20,False,
INE066A01021,Eicher Motors Limited,EICHERMOT,EICHERMOT,large,2004-09-07,False,
INE126A01031,EID Parry India Limited,EIDPARRY,EIDPARRY,small,1995-05-10,False,
INE0LLY01014,Enviro Infra Engineers Limited,EIEL,EIEL,small,2024-11-29,False,
INE546V01010,Euro India Fresh Foods Limited,EIFFL,,small,2021-10-12,False,
INE276C01014,EIH Associated Hotels Limited,EIHAHOTELS,EIHAHOTELS,small,2008-04-08,False,
INE230A01023,EIH Limited,EIHOTEL,EIHOTEL,small,1995-02-08,False,
INE158B01016,Eimco Elecon (India) Limited,EIMCOELECO,EIMCOELECO,small,1996-04-17,False,
INE184H01027,Everest Kanto Cylinder Limited,EKC,EKC,small,2005-12-15,False,
INE0CPR01018,EKI Energy Services Limited,EKI,EKI,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE280B01018,Elantas Beck India Limited,ELANTAS,ELANTAS,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE927X01018,EL CID Investments Limited,ELCIDIN,ELCIDIN,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE668G01021,Eldeco Housing And Industries Limited,ELDEHSG,ELDEHSG,small,2022-04-12,False,
INE205B01031,Elecon Engineering Company Limited,ELECON,ELECON,small,2006-09-29,False,
INE086A01029,Electrosteel Castings Limited,ELECTCAST,ELECTCAST,small,2003-06-20,False,
INE822G01016,Electrotherm (India) Limited,ELECTHERM,ELECTHERM,small,2007-08-20,False,
INE285A01027,Elgi Equipments Limited,ELGIEQUIP,ELGIEQUIP,small,1995-11-22,False,
INE819L01012,Elgi Rubber Company Limited,ELGIRUBCO,,small,2011-08-10,False,
INE050401020,Elin Electronics Limited,ELIN,ELIN,small,2022-12-30,False,
INE669R01026,Elitecon International Limited,ELITECON,ELITECON,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE236E01022,Ellenbarrie Industrial Gases Limited,ELLEN,ELLEN,small,2025-07-01,True,name matches Utilities heuristic (unverified)
INE579B01039,Elpro International Limited,ELPROINTL,ELPROINTL,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE548C01032,Emami Limited,EMAMILTD,EMAMILTD,small,2006-08-03,False,
INE830C01026,Emami Paper Mills Limited,EMAMIPAP,EMAMIPAP,small,2019-05-30,False,
INE778K01012,Emami Realty Limited,EMAMIREAL,EMAMIREAL,small,2010-07-28,False,
INE069I01010,Embassy Developments Limited,EMBDL,EMBDL,small,2007-03-23,False,
INE168P01015,Emcure Pharmaceuticals Limited,EMCURE,EMCURE,small,2024-07-10,False,
INE02YR01019,Electronics Mart India Limited,EMIL,EMIL,small,2022-10-17,False,
INE296H01011,Emkay Global Financial Services Limited,EMKAY,EMKAY,small,2006-04-28,True,name matches Financial Services heuristic (unverified)
INE753K01015,Emmbi Industries Limited,EMMBI,EMMBI,small,2010-02-24,False,
INE1C6T01020,Emmvee Photovoltaic Power Limited,EMMVEE,EMMVEE,small,2025-11-18,True,name matches Utilities heuristic (unverified)
INE515H01014,Empire Industries Limited,EMPIND,EMPIND,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE507F01023,Empower India Limited,EMPOWER,EMPOWER,small,2026-04-20,True,name matches Utilities heuristic (unverified)
INE0OV601013,EMS Limited,EMSLIMITED,EMSLIMITED,small,2023-09-21,False,
INE01QM01018,eMudhra Limited,EMUDHRA,EMUDHRA,small,2022-06-01,False,
INE913H01037,Endurance Technologies Limited,ENDURANCE,ENDURANCE,mid,2016-10-19,False,
INE306C01019,Energy Development Company Limited,ENERGYDEV,ENERGYDEV,small,2007-11-02,False,
INE510A01028,Engineers India Limited,ENGINERSIN,ENGINERSIN,small,1997-08-20,False,
INE265F01028,Entertainment Network (India) Limited,ENIL,ENIL,small,2006-02-15,False,
INE130L01014,Enkei Wheels (India) Limited,ENKEIWHEL,ENKEIWHEL,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE1NPP01017,Siemens Energy India Limited,ENRIN,ENRIN,large,2025-06-19,False,
INE010601016,Entero Healthcare Solutions Limited,ENTERO,ENTERO,small,2024-02-16,False,
INE0G5901015,EPACK Durable Limited,EPACK,EPACK,small,2024-01-30,False,
INE0MLS01022,EPack Prefab Technologies Limited,EPACKPEB,EPACKPEB,small,2025-10-01,True,"listed 341 days ago, below the 365-day minimum"
INE071N01016,Epigral Limited,EPIGRAL,EPIGRAL,small,2021-08-18,False,
INE255A01020,EPL Limited,EPL,EPL,small,2002-02-11,False,
INE217G01035,Equippp Social Impact Technologies Limited,EQUIPPP,EQUIPPP,small,2021-05-19,False,
INE063P01018,Equitas Small Finance Bank Limited,EQUITASBNK,EQUITASBNK,small,2020-11-02,True,name matches Financial Services heuristic (unverified)
INE406M01024,Eris Lifesciences Limited,ERIS,ERIS,small,2017-06-29,False,
INE284A01012,Esab India Limited,ESABINDIA,ESABINDIA,small,1995-11-01,False,
INE818W01011,ESAF Small Finance Bank Limited,ESAFSFB,ESAFSFB,small,2023-11-10,True,name matches Financial Services heuristic (unverified)
INE042A01014,Escorts Kubota Limited,ESCORTS,ESCORTS,mid,1995-03-01,False,
INE0DRI01029,ESDS Software Solution Limited,ESDS,ESDS,,2026-09-04,True,"listed 3 days ago, below the 365-day minimum"
INE122M01019,Essar Shipping Limited,ESSARSHPNG,ESSARSHPNG,small,2011-11-15,False,
INE418N01035,Integra Essentia Limited,ESSENTIA,ESSENTIA,small,2013-08-20,False,
INE778B01029,Ester Industries Limited,ESTER,ESTER,small,2011-06-20,False,
INE758T01015,ETERNAL LIMITED,ETERNAL,ETERNAL,large,2021-07-23,False,
INE04TZ01018,Ethos Limited,ETHOSLTD,ETHOSLTD,small,2022-05-30,False,
INE0KCE01017,Eureka Forbes Limited,EUREKAFORB,EUREKAFORB,small,2024-09-11,False,
INE505V01016,Euro Panel Products Limited,EUROBOND,EUROBOND,small,2025-08-01,False,
INE198501012,Euro Pratik Sales Limited,EUROPRATIK,EUROPRATIK,small,2025-09-23,True,"listed 349 days ago, below the 365-day minimum"
INE022C01012,Eurotex Industries and Exports Limited,EUROTEXIND,EUROTEXIND,small,1996-01-31,False,
INE128A01029,Eveready Industries India Limited,EVEREADY,EVEREADY,small,2005-04-27,False,
INE295A01018,Everest Industries Limited,EVERESTIND,EVERESTIND,small,1995-03-29,False,
INE369A01029,Excel Industries Limited,EXCELINDUS,EXCELINDUS,small,2004-06-16,False,
INE606N01019,Excelsoft Technologies Limited,EXCELSOFT,EXCELSOFT,small,2025-11-26,True,"listed 285 days ago, below the 365-day minimum"
INE777F01014,Exicom Tele-Systems Limited,EXICOM,EXICOM,small,2024-03-05,False,
INE302A01020,Exide Industries Limited,EXIDEIND,EXIDEIND,small,2003-06-17,False,
INE201K01015,Expleo Solutions Limited,EXPLEOSOL,EXPLEOSOL,small,2009-10-26,False,
INE0GFE01026,Exxaro Tiles Limited,EXXARO,EXXARO,small,2021-08-16,False,
INE0HF201011,Fabtech Technologies Limited,FABTECH,FABTECH,small,2025-10-07,True,"listed 335 days ago, below the 365-day minimum"
INE188A01015,Fertilizers and Chemicals Travancore Limited,FACT,FACT,mid,1995-04-12,False,
INE0DNW01011,Fairchem Organics Limited,FAIRCHEMOR,FAIRCHEMOR,small,2020-12-24,False,
INE963C01033,Faze Three Limited,FAZE3Q,FAZE3Q,small,2022-11-18,False,
INE045J01034,Fineotex Chemical Limited,FCL,FCL,small,2015-01-15,False,
INE512B01022,FCS Software Solutions Limited,FCSSOFT,FCSSOFT,small,2005-09-21,False,
INE258B01022,FDC Limited,FDC,FDC,small,1997-08-07,False,
INE417D01020,Fedders Holding Limited,FEDDERSHOL,FEDDERSHOL,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE171A01029,The Federal Bank  Limited,FEDERALBNK,FEDERALBNK,mid,1995-02-08,True,name matches Financial Services heuristic (unverified)
INE007N01010,Fedbank Financial Services Limited,FEDFINA,FEDFINA,small,2023-11-30,True,name matches Financial Services heuristic (unverified)
INE623B01027,Future Enterprises Limited,FEL,FEL,small,2001-11-05,False,
IN9623B01058,Future Enterprises Limited,FELDVR,FELDVR,,2009-02-13,False,
INE225B01021,Fermenta Biotech Limited,FERMENTA,FERMENTA,small,2026-08-04,True,"listed 34 days ago, below the 365-day minimum"
INE296C01020,Fiberweb (India) Limited,FIBERWEB,FIBERWEB,small,2022-02-16,False,
INE737H01014,Fiem Industries Limited,FIEMIND,FIEMIND,small,2006-10-19,False,
INE816B01035,Filatex India Limited,FILATEX,FILATEX,small,2011-08-29,False,
INE185E01021,Filatex Fashions Limited,FILATFASH,FILATFASH,small,2024-05-06,False,
INE235A01022,Finolex Cables Limited,FINCABLES,FINCABLES,small,1995-02-15,False,
INE686Y01026,Fine Organic Industries Limited,FINEORG,FINEORG,small,2018-07-02,False,
INE734I01027,Finkurve Financial Services Limited,FINKURVE,FINKURVE,small,2025-10-01,True,name matches Financial Services heuristic (unverified)
INE02NC01014,Fino Payments Bank Limited,FINOPB,FINOPB,small,2021-11-12,True,name matches Financial Services heuristic (unverified)
INE183A01024,Finolex Industries Limited,FINPIPE,FINPIPE,small,1995-02-08,False,
INE02RE01045,Brainbees Solutions Limited,FIRSTCRY,FIRSTCRY,small,2024-08-13,False,
INE771F01041,Fischer Medical Ventures Limited,FISCHER,FISCHER,small,2025-07-10,False,
INE128S01021,Five-Star Business Finance Limited,FIVESTAR,FIVESTAR,small,2022-11-21,True,name matches Financial Services heuristic (unverified)
INE00Y201027,Flair Writing Industries Limited,FLAIR,FLAIR,small,2023-12-01,False,
INE060J01017,Flexituff Ventures International Limited,FLEXITUFF,FLEXITUFF,small,2011-10-19,False,
INE452O01016,Future Lifestyle Fashions Limited,FLFL,FLFL,small,2013-10-01,False,
INE09N301011,Gujarat Fluorochemicals Limited,FLUOROCHEM,FLUOROCHEM,mid,2019-10-16,False,
INE529A01010,Federal-Mogul Goetze (India) Limited.,FMGOETZE,FMGOETZE,small,1995-02-08,False,
INE360L01017,Future Market Networks Limited,FMNL,FMNL,small,2010-12-31,False,
INE593W01028,Focus Lighting and Fixtures Limited,FOCUS,,small,2021-11-24,False,
INE976E01023,Foods & Inns Limited,FOODSIN,FOODSIN,small,2021-11-16,False,
INE451A01017,FORCE MOTORS LTD,FORCEMOT,FORCEMOT,small,2024-02-14,False,
INE061F01013,Fortis Healthcare Limited,FORTIS,FORTIS,mid,2007-05-09,False,
INE519A01011,Foseco India Limited,FOSECOIND,FOSECOIND,small,2003-05-05,False,
INE212S01015,Fractal Analytics Limited,FRACTAL,FRACTAL,,2026-02-16,True,"listed 203 days ago, below the 365-day minimum"
INE194R01017,Fredun Pharmaceuticals Limited,FREDUN,FREDUN,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE572D01014,Frontier Springs Limited,FRONTSP,FRONTSP,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE684F01012,Firstsource Solutions Limited,FSL,FSL,small,2007-02-22,False,
INE139R01012,Fusion Finance Limited,FUSION,FUSION,small,2022-11-15,True,name matches Financial Services heuristic (unverified)
INE524A01029,Gabriel India Limited,GABRIEL,GABRIEL,small,2005-04-20,False,
INE036B01030,Gujarat Ambuja Exports Limited,GAEL,GAEL,small,2000-10-11,False,
INE129A01019,GAIL (India) Limited,GAIL,GAIL,large,1997-04-02,False,
INE18UN01038,Gaja Alternative Asset Management Limited,GAJA,GAJA,,2026-08-26,True,name matches Financial Services heuristic (unverified)
INE0RE001014,Gala Precision Engineering Limited,GALAPREC,GALAPREC,small,2024-09-09,False,
INE600K01018,Galaxy Surfactants Limited,GALAXYSURF,GALAXYSURF,small,2018-02-08,False,
INE297H01019,Gallantt Ispat Limited,GALLANTT,GALLANTT,small,2006-04-04,False,
INE717W01049,Gandhar Oil Refinery (India) Limited,GANDHAR,GANDHAR,small,2023-11-30,False,
INE524B01027,Gandhi Special Tubes Limited,GANDHITUBE,GANDHITUBE,small,2007-01-31,False,
INE845D01014,Ganesha Ecosphere Limited,GANECOS,GANECOS,small,2015-03-09,False,
INE388A01029,Ganesh Benzoplast Limited,GANESHBE,GANESHBE,small,2021-09-16,False,
INE652V01016,Ganesh Consumer Products Limited,GANESHCP,GANESHCP,small,2025-09-29,True,"listed 343 days ago, below the 365-day minimum"
INE460C01014,GANESH HOUSING LIMITED,GANESHHOU,GANESHHOU,small,2007-03-02,False,
INE691Z01023,Ganga Forging Limited,GANGAFORGE,,small,2021-07-06,False,
INE335W01016,Ganges Securities Limited,GANGESSECU,GANGESSECU,small,2017-07-28,False,
INE276A01018,Garware Technical Fibres Limited,GARFIBRES,GARFIBRES,small,2007-04-03,False,
INE0JVO01026,Garuda Construction and Engineering Limited,GARUDA,GARUDA,small,2024-10-15,False,
INE224E01028,GACM Technologies Limited,GATECH,GATECH,small,2016-07-25,False,
INE224E01036,GACM Technologies Limited,GATECHDVR,GATECHDVR,,2017-10-10,False,
INE079J01017,Gateway Distriparks Limited,GATEWAY,GATEWAY,small,2022-03-22,False,
INE0P8B01020,Gaudium IVF and Women Health Limited,GAUDIUMIVF,GAUDIUMIVF,,2026-02-27,True,"listed 192 days ago, below the 365-day minimum"
INE287Z01012,Gayatri Highways Limited,GAYAHWS,GAYAHWS,small,2018-06-28,False,
INE336H01023,Gayatri Projects Limited,GAYAPROJ,GAYAPROJ,small,2011-08-22,False,
INE199P01028,Gretex Corporate Services Limited,GCSL,GCSL,small,2025-09-04,False,
INE916G01016,GeeCee Ventures Limited,GEECEE,GEECEE,small,2006-10-04,False,
INE669X01032,Geekay Wires Limited,GEEKAYWIRE,,small,2020-03-06,False,
INE06XZ01023,Gem Aromatics Limited,GEMAROMA,GEMAROMA,small,2025-08-26,False,
INE854S01022,Generic Engineering Construction and Projects Limited,GENCON,GENCON,small,2021-02-16,False,
INE727B01026,Genesys International Corporation Limited,GENESYS,GENESYS,small,2003-01-23,False,
INE06H201014,Gensol Engineering Limited,GENSOL,GENSOL,small,2023-07-03,False,
INE949P01018,Genus Paper & Boards Limited,GENUSPAPER,GENUSPAPER,small,2015-02-16,False,
